ondo,komando_no_nagasa,tsukawareta_kaisuu,gosa,yesNo
16.61,843,58,0.39,0
-18.88,486,89,1.37,0
-5.38,623,46,4.94,0
38.61,986,75,5.96,1
18.06,539,43,0.01,0
6.45,848,91,1.35,0
-19.07,931,72,2.87,0
23.33,793,100,3.58,0
30.68,828,41,0.36,0
4.02,235,6,3.92,0
-3.54,74,0,1.67,0
27.81,636,82,1.29,0
14.82,26,61,3.8,0
-1.62,311,8,3.58,0
34.88,391,89,1.39,0
31.06,831,55,3.15,0
35.41,944,98,6.2,1
2.5,496,97,1.19,0
26.69,921,60,1.68,0
26.81,239,23,1.69,0
-18.54,965,62,0.75,0
38.85,667,14,1.9,0
31.19,555,45,2.43,0
-1.02,397,6,1.01,0
37.02,941,96,7.85,1
6.55,344,50,4.95,0
31.76,972,13,1.26,0
38.34,965,80,7.75,1
38.25,996,93,7.52,1
11.49,567,1,3.35,0
31.06,708,80,2.7,0
-9.96,314,51,4.79,0
-19.73,763,5,4.81,0
37.9,990,86,8.14,1
-19.21,491,79,4.51,0
28.65,937,58,2.58,0
20.77,737,59,1.91,0
37.46,957,75,8.98,1
4.88,552,17,3.97,0
39.59,901,85,8.35,1
-2.3,410,88,1.95,0
1.16,660,51,2.18,0
-18.84,604,4,1.34,0
-17.82,205,52,4.41,0
25.28,757,33,1.05,0
35.92,924,93,5.43,1
8.36,513,40,4.78,0
28.4,733,70,2.8,0
2.48,729,44,3.73,0
14.27,117,50,1.56,0
12.53,438,73,1.3,0
-4.41,715,50,2.9,0
37.36,957,86,7.67,1
-6.82,305,37,2.74,0
-2.7,706,41,4.15,0
23.1,280,90,3.16,0
36.28,968,82,7.15,1
-14.86,365,67,0.21,0
28.57,804,2,0.11,0
14.9,843,71,1.61,0
19.01,968,79,2.16,0
2.16,156,78,0.94,0
0.82,606,62,0.55,0
-9.7,153,35,4.86,0
13.94,471,90,2.92,0
22.26,476,59,2.38,0
11.25,47,59,4.35,0
38.16,960,98,5.19,1
36.38,957,99,7.89,1
17.2,549,73,4.78,0
-10.12,236,21,1.31,0
-9.21,831,97,0.75,0
-16.16,449,55,0.38,0
35.7,914,78,5.63,1
3.39,97,54,1.79,0
26.97,459,78,4.64,0
13.9,287,89,0.02,0
39.2,495,84,4.37,0
8.22,681,88,3.79,0
-15.95,503,42,1.41,0
-14.18,336,23,3.64,0
35.63,993,97,7.73,1
28.97,272,72,1.8,0
37.7,919,87,5.68,1
2.3,856,36,1.98,0
30.12,357,48,4.61,0
-8.91,833,28,0.51,0
17.45,310,12,0.99,0
14.63,446,63,4.71,0
0.64,994,24,1.8,0
15.87,831,58,4.32,0
20.64,177,94,1.08,0
12.35,262,82,4.65,0
12.5,421,91,3.56,0
38.05,103,90,3.71,0
10.46,469,30,3.07,0
35.49,905,98,7.78,1
4.99,901,70,4.46,0
18.74,523,99,4.84,0
12.37,118,7,0.12,0
38.61,983,83,7.77,1
-7.3,617,45,3.99,0
-12.55,331,41,2.61,0
36.94,947,85,7.19,1
38.77,901,81,8.36,1
32.05,789,54,1.78,0
39.62,853,53,2.99,0
37.61,848,49,3.08,0
39.51,960,51,4.64,0
30.91,818,49,3.18,0
-7.39,800,70,0.95,0
2.81,425,87,3.74,0
-15.0,617,59,3.33,0
35.03,967,100,8.12,1
36.31,214,40,1.57,0
24.86,863,67,1.16,0
12.16,498,77,4.29,0
22.47,750,37,0.34,0
35.25,973,100,9.96,1
9.63,538,48,1.58,0
39.39,28,26,2.77,0
-13.36,290,4,3.68,0
-11.7,163,35,2.62,0
31.14,665,45,2.77,0
-5.42,257,16,2.74,0
-14.94,117,40,1.43,0
3.26,492,0,2.58,0
37.14,960,95,5.81,1
21.38,554,36,4.97,0
-13.58,345,53,4.53,0
29.97,247,13,0.6,0
4.02,758,52,4.66,0
10.88,656,77,1.57,0
26.54,165,51,2.13,0
-4.43,518,96,4.58,0
32.83,907,80,4.33,0
-13.69,66,54,4.81,0
13.93,168,91,4.22,0
-19.71,968,59,4.04,0
-2.54,391,4,3.08,0
-2.79,314,72,4.36,0
36.31,846,18,4.99,0
33.17,324,98,3.68,0
35.1,952,75,5.84,1
39.09,928,68,4.81,0
23.0,277,91,0.28,0
2.57,879,28,0.6,0
19.57,370,49,0.66,0
26.57,948,37,0.21,0
38.42,988,87,7.34,1
1.9,134,2,1.86,0
36.35,991,93,7.24,1
39.61,982,82,6.43,1
-5.03,187,86,2.41,0
26.59,966,17,3.09,0
-3.86,667,84,4.24,0
35.34,922,90,6.12,1
38.05,901,98,6.7,1
38.43,919,90,9.08,1
20.17,907,33,3.69,0
-1.88,369,11,4.13,0
-11.17,65,9,2.68,0
13.45,228,47,4.63,0
24.43,634,55,2.46,0
26.89,680,23,0.64,0
6.47,884,20,2.39,0
-19.05,517,84,2.79,0
-15.19,566,71,1.97,0
4.08,209,86,2.46,0
30.05,590,80,3.43,0
39.23,906,88,5.78,1
-18.62,783,51,0.29,0
20.92,646,1,1.29,0
1.21,648,2,0.49,0
36.82,226,67,2.19,0
26.2,983,48,0.92,0
35.99,922,92,9.15,1
38.17,24,44,1.1,0
-4.13,931,74,1.54,0
24.07,582,72,1.0,0
29.84,723,15,2.06,0
26.83,160,49,4.88,0
36.92,971,81,7.78,1
15.28,808,12,1.88,0
37.13,157,0,4.16,0
11.72,829,99,0.74,0
36.3,851,15,3.29,0
-9.78,450,20,4.15,0
-8.11,248,47,1.48,0
-0.83,631,95,1.25,0
-18.23,895,64,2.5,0
-18.8,351,17,3.97,0
-8.84,377,90,2.47,0
-9.19,438,95,2.53,0
-4.85,261,92,1.45,0
-16.19,269,30,4.32,0
30.37,518,46,2.67,0
-18.11,144,29,1.21,0
15.47,984,52,0.13,0
1.12,254,6,4.98,0
15.67,831,98,3.05,0
-4.77,689,41,0.52,0
8.31,261,21,4.69,0
28.16,502,56,2.51,0
11.03,201,4,2.7,0
31.78,957,35,2.67,0
-19.83,205,37,4.63,0
5.35,730,96,1.27,0
28.02,110,6,4.81,0
28.69,472,78,2.75,0
-15.96,525,7,2.03,0
15.27,275,46,3.14,0
3.35,185,31,0.13,0
22.84,475,22,4.59,0
-1.99,539,90,2.91,0
7.01,96,23,0.81,0
38.95,930,75,5.86,1
27.08,979,79,0.43,0
2.38,790,13,0.57,0
1.47,86,23,3.0,0
37.54,663,62,3.23,0
-16.49,57,79,2.82,0
-15.03,81,6,4.86,0
-8.01,467,56,4.61,0
25.48,275,33,3.84,0
11.14,353,72,2.53,0
0.36,246,68,4.75,0
-16.54,900,62,2.97,0
9.62,60,50,3.5,0
21.12,268,97,0.95,0
-11.73,151,38,0.64,0
-10.74,326,21,4.7,0
-13.85,423,18,1.06,0
12.54,562,96,4.07,0
-10.14,21,91,2.78,0
-16.27,763,45,1.17,0
39.39,988,92,5.8,1
-18.12,568,1,1.59,0
38.44,905,95,9.38,1
5.68,418,38,3.51,0
-9.35,47,68,2.02,0
-7.76,193,12,0.06,0
35.16,963,90,7.21,1
11.42,711,58,1.57,0
22.98,557,8,2.83,0
-14.18,431,45,1.35,0
30.62,716,92,1.16,0
-9.99,218,34,3.71,0
30.22,960,86,0.9,0
36.37,694,3,0.37,0
0.07,683,0,4.82,0
-14.95,873,0,4.25,0
30.48,227,71,1.72,0
37.73,907,86,6.2,1
4.06,993,64,3.66,0
-5.79,308,33,0.46,0
38.09,999,100,5.81,1
-10.34,70,58,4.96,0
-4.32,881,19,3.43,0
11.29,371,70,4.34,0
36.46,944,90,6.59,1
14.29,898,43,1.58,0
29.76,568,16,0.92,0
27.66,654,6,2.38,0
0.48,960,75,2.41,0
24.79,882,96,1.98,0
-12.31,841,6,1.99,0
37.4,908,91,6.67,1
-8.96,919,71,2.62,0
5.41,360,0,0.37,0
17.9,483,26,3.01,0
-17.44,719,41,4.99,0
-7.31,568,26,0.4,0
-9.03,108,19,3.26,0
21.37,11,29,4.27,0
15.93,337,22,4.59,0
35.05,598,37,2.79,0
37.07,917,96,5.09,1
25.53,331,3,2.79,0
11.67,767,82,1.25,0
38.64,863,1,1.61,0
-7.53,972,53,2.4,0
23.22,496,76,4.69,0
36.98,172,23,2.67,0
6.44,586,35,2.74,0
39.17,965,83,9.87,1
-6.28,421,96,0.48,0
-8.3,682,30,3.11,0
-6.69,412,67,4.1,0
17.23,978,73,3.88,0
20.16,893,96,1.86,0
35.49,399,96,4.63,0
-5.44,774,78,1.9,0
5.88,459,2,4.1,0
37.9,932,97,5.7,1
-6.94,946,94,2.06,0
-14.99,925,37,4.19,0
18.49,246,65,4.18,0
18.53,988,82,3.61,0
28.28,898,71,4.07,0
-10.35,793,15,1.5,0
16.83,888,42,0.97,0
11.94,628,4,0.93,0
39.46,964,92,6.96,1
-7.76,934,25,1.68,0
38.44,958,96,7.38,1
11.74,467,88,2.6,0
21.55,215,5,4.69,0
-14.74,461,50,1.22,0
36.05,980,78,7.04,1
18.5,331,84,2.04,0
39.61,475,32,0.69,0
27.23,135,91,3.33,0
15.15,781,4,3.59,0
29.5,600,69,0.69,0
39.53,974,95,9.95,1
7.59,118,82,1.68,0
-11.13,31,71,2.1,0
36.07,544,89,1.63,0
11.62,336,13,0.46,0
27.34,765,56,0.15,0
32.3,902,7,4.53,0
2.74,486,94,4.4,0
-13.52,86,37,2.54,0
8.58,703,34,3.76,0
-9.35,820,41,2.96,0
32.47,133,29,3.55,0
-0.19,90,12,3.18,0
26.24,999,43,1.3,0
-19.09,648,82,0.27,0
32.65,548,75,1.52,0
4.87,939,88,1.97,0
15.82,449,23,3.06,0
-11.32,873,18,4.83,0
-18.34,901,8,4.41,0
13.75,275,33,3.08,0
8.88,203,62,3.29,0
0.12,73,56,3.35,0
29.71,459,52,0.82,0
37.08,462,75,0.68,0
-4.29,972,86,2.35,0
-16.22,655,19,4.99,0
-3.16,969,63,1.07,0
39.63,911,92,8.97,1
36.45,907,89,7.0,1
32.53,442,76,4.0,0
33.35,204,23,2.16,0
-8.29,397,36,0.31,0
4.98,995,11,4.93,0
18.81,191,96,3.88,0
28.06,216,91,3.91,0
11.5,614,38,1.84,0
-13.4,278,73,3.98,0
22.25,222,12,2.57,0
-18.21,558,70,3.3,0
32.83,767,8,3.1,0
-13.26,52,13,0.42,0
28.94,740,10,4.38,0
-0.98,298,9,0.39,0
14.03,542,41,4.35,0
22.16,868,51,4.54,1
16.73,364,37,0.48,0
38.63,904,98,5.95,1
27.36,775,38,2.59,0
-16.87,242,86,4.72,0
23.45,658,13,0.87,0
38.32,814,2,4.78,0
32.66,444,78,0.01,0
-13.22,269,37,1.86,0
2.4,748,93,1.66,0
34.09,872,98,2.19,0
-14.22,31,22,0.51,0
5.77,311,75,2.75,0
-0.55,566,56,1.56,0
33.32,178,41,2.74,0
21.33,255,29,4.67,0
4.66,520,3,4.94,0
0.26,461,0,0.86,0
33.6,700,33,3.57,0
-5.68,596,41,0.82,0
18.66,506,11,4.48,0
-8.49,231,18,0.7,0
7.18,813,32,1.02,0
37.7,827,98,0.58,0
15.76,24,58,1.02,0
24.25,862,36,2.59,0
24.81,859,38,4.72,0
4.65,497,62,4.44,0
17.08,954,99,3.5,0
-12.37,112,24,2.49,0
-5.04,110,59,2.08,0
-10.88,53,39,4.47,0
2.48,515,80,0.22,0
-13.54,280,58,0.08,0
-7.36,710,100,0.9,0
4.8,461,6,0.7,0
-10.06,860,19,3.02,0
37.82,255,98,2.57,0
27.75,747,18,2.8,0
37.08,969,78,6.9,1
32.43,31,54,4.22,0
-13.88,705,59,1.93,0
37.08,989,97,7.62,1
14.0,623,49,1.53,0
4.55,490,48,0.95,0
25.19,403,88,0.34,0
10.2,991,81,4.28,0
36.51,661,23,1.15,0
9.91,132,7,2.6,0
5.38,597,19,3.13,0
18.72,563,39,0.25,0
4.36,504,41,1.18,0
-19.28,367,14,2.82,0
7.51,627,96,4.06,0
4.18,938,21,1.55,0
8.63,808,23,0.19,0
20.63,962,51,2.91,0
-3.35,942,95,0.91,0
-1.25,734,73,1.98,0
-14.92,519,17,4.14,0
17.94,975,57,0.05,0
-7.28,650,74,2.62,0
-5.91,427,62,2.56,0
7.36,30,45,2.03,0
26.84,975,8,3.85,0
25.49,727,95,4.79,0
-19.83,112,2,3.35,0
-7.35,163,42,1.2,0
28.44,408,98,3.32,0
18.7,913,99,0.39,0
12.79,221,37,4.23,0
-6.8,975,3,2.22,0
-5.53,508,71,1.07,0
-6.54,75,46,1.75,0
-5.05,38,32,1.98,0
38.01,937,77,7.1,1
-4.12,367,58,0.23,0
-19.35,636,10,2.79,0
-12.02,252,10,1.98,0
11.51,851,55,4.12,0
3.58,895,39,3.63,0
-5.67,76,90,1.42,0
24.41,558,97,3.52,0
-15.56,316,89,4.68,0
18.03,117,44,2.48,0
-7.59,283,23,4.07,0
-4.24,199,57,4.71,0
14.19,210,49,0.69,0
1.31,264,55,0.05,0
-6.86,693,94,3.42,0
-17.84,645,99,2.52,0
-1.2,769,66,2.72,0
-3.91,744,80,4.66,0
35.36,912,82,7.81,1
32.89,987,53,1.43,0
30.53,873,10,3.4,0
21.26,161,34,3.48,0
36.37,907,94,9.85,1
28.69,865,68,4.15,0
21.77,233,100,0.54,0
31.3,348,89,1.1,0
38.21,80,3,1.33,0
-19.28,81,81,1.69,0
35.17,953,100,5.03,1
34.48,785,46,0.3,0
5.11,786,85,2.19,0
2.07,878,61,2.92,0
18.99,794,87,4.98,0
10.57,493,28,0.79,0
33.46,284,82,4.4,0
-17.76,432,67,1.47,0
-2.83,140,24,3.16,0
16.9,125,46,4.73,0
32.96,516,30,3.13,0
17.3,542,59,1.85,0
-10.98,172,44,0.24,0
36.5,928,87,7.48,1
10.44,886,42,3.37,0
21.15,37,7,3.27,0
22.4,680,79,1.91,0
2.21,224,60,2.74,0
36.84,163,8,2.78,0
34.93,114,80,3.49,0
-12.92,267,44,1.82,0
28.94,644,35,0.1,0
-12.39,752,80,4.68,0
38.93,956,96,9.96,1
-17.63,196,67,3.03,0
6.79,347,14,4.6,0
-19.34,201,46,1.19,0
27.24,604,90,3.17,0
35.74,915,95,7.96,1
35.79,987,87,6.66,1
14.6,135,4,4.53,0
0.76,733,59,4.96,0
39.97,993,90,8.15,1
36.68,943,83,6.33,1
20.8,719,95,3.73,0
-19.71,648,9,0.01,0
11.28,389,34,1.36,0
3.84,617,12,0.2,0
20.39,572,66,2.86,0
-0.97,180,44,3.29,0
2.83,874,87,3.87,0
8.58,446,61,2.43,0
-0.17,155,93,4.59,0
-17.57,377,72,2.22,0
20.08,355,90,2.25,0
25.04,454,54,2.05,0
17.82,105,47,4.38,0
28.04,432,70,0.69,0
31.08,873,34,2.19,0
6.31,884,51,3.09,0
33.7,281,18,2.37,0
4.47,892,68,2.93,0
-10.98,280,45,2.89,0
22.26,922,14,0.59,0
31.07,176,34,4.66,0
22.21,558,10,1.45,0
24.13,772,78,1.37,0
29.57,797,70,2.17,0
37.78,935,89,5.53,1
-12.9,339,85,1.3,0
33.8,398,55,2.16,0
-4.94,769,52,1.99,0
31.78,11,48,4.33,0
28.03,297,10,4.26,0
36.62,759,36,0.24,0
38.08,958,92,9.88,1
2.13,21,24,4.09,0
24.33,592,53,1.2,0
35.25,955,66,3.84,0
37.8,951,95,6.21,1
9.23,86,9,3.63,0
12.3,210,23,1.58,0
-13.55,607,72,1.27,0
-19.54,139,6,1.01,0
7.24,791,40,3.82,0
15.93,127,28,2.07,0
15.39,376,12,0.44,0
-17.88,661,100,1.07,0
22.31,582,74,0.98,0
-7.39,371,83,2.27,0
-18.32,499,54,0.77,0
-13.65,935,11,1.81,0
25.31,349,89,1.7,0
-6.79,697,52,3.9,0
-0.09,551,95,4.99,0
11.41,395,43,2.47,0
10.96,947,47,1.44,0
-9.89,552,20,3.65,0
12.18,735,44,0.86,0
-6.8,135,84,2.16,0
10.09,817,18,1.21,0
8.04,682,76,1.37,0
38.15,942,90,7.57,1
14.44,332,23,2.8,0
24.85,208,33,3.48,0
4.62,162,37,4.78,0
6.12,844,67,1.05,0
25.44,972,20,1.2,0
26.67,537,47,0.23,0
7.59,535,14,1.24,0
31.67,470,8,0.17,0
18.95,352,44,3.37,0
21.99,620,53,4.14,0
3.46,879,83,0.83,0
-19.64,509,27,4.54,0
37.58,664,67,1.66,0
10.97,713,78,0.75,0
39.76,925,82,9.1,1
-10.48,416,43,1.2,0
16.93,814,31,3.48,0
23.66,935,96,3.66,0
32.96,494,90,3.67,0
22.43,794,13,1.71,0
30.86,698,86,4.32,0
-11.85,610,34,0.38,0
35.25,910,100,7.3,1
34.17,911,97,0.43,0
5.14,31,71,0.7,0
24.74,647,14,0.35,0
13.04,382,44,4.26,0
31.17,657,52,2.09,0
1.4,193,14,2.95,0
9.69,761,98,3.22,0
39.56,900,83,7.53,1
5.4,418,81,3.62,0
27.25,516,90,1.14,0
35.35,946,89,7.42,1
-18.59,593,9,1.63,0
11.65,940,67,4.85,0
36.03,947,96,5.47,1
23.15,434,69,4.89,0
-2.92,720,83,2.94,0
-16.48,241,54,4.14,0
30.18,94,2,1.12,0
9.0,334,96,3.31,0
18.35,904,96,2.35,0
38.9,995,91,8.48,1
-19.64,538,92,1.61,0
17.38,143,69,0.26,0
18.71,681,18,3.12,0
3.21,965,58,2.56,0
36.72,935,87,9.6,1
25.06,578,18,0.78,0
10.06,916,36,0.1,0
-18.47,619,25,2.36,0
15.92,921,77,0.22,0
-0.45,742,59,1.07,0
-15.82,924,100,1.95,0
31.89,720,43,1.27,0
5.95,314,63,2.99,0
8.67,705,54,1.82,0
2.97,164,90,2.15,0
32.36,864,28,4.3,0
38.23,954,77,9.79,1
39.43,942,87,8.37,1
25.46,681,29,0.07,0
38.24,668,3,1.77,0
31.89,369,90,0.64,0
35.89,916,85,5.04,1
-18.05,751,98,1.65,0
-10.06,340,20,3.06,0
39.32,480,64,2.33,0
31.3,904,94,0.28,0
-14.04,444,52,4.73,0
-15.15,831,79,3.3,0
12.96,597,25,2.34,0
15.52,426,55,4.45,0
38.33,979,79,6.92,1
-10.56,594,80,0.61,0
2.58,294,81,0.06,0
23.61,428,38,3.13,0
11.0,311,84,1.59,0
16.61,696,50,2.31,0
12.59,743,52,1.32,0
3.0,908,27,3.52,0
35.12,999,93,6.49,1
17.93,230,84,2.53,0
36.18,979,78,9.01,1
34.79,365,52,0.56,0
18.77,841,73,4.55,0
11.03,611,99,3.33,0
34.1,438,92,1.21,0
11.06,23,24,2.82,0
-1.68,217,8,2.91,0
18.17,273,43,1.19,0
38.84,933,86,6.81,1
34.24,105,4,4.24,0
6.86,140,53,3.85,0
-19.32,678,29,4.51,0
-19.9,641,18,4.22,0
27.75,611,58,1.02,0
-10.16,586,74,4.66,0
30.94,12,33,2.01,0
-13.16,232,93,1.25,0
3.33,409,65,3.3,0
-18.85,626,75,3.29,0
-3.49,945,76,2.11,0
-14.27,402,41,3.79,0
-0.92,864,18,2.72,0
19.81,597,7,0.13,0
36.73,168,38,2.22,0
-11.91,145,97,0.12,0
36.64,965,98,7.31,1
39.48,976,84,9.64,1
-14.18,788,30,3.89,0
2.61,421,38,1.99,0
-4.98,293,32,3.92,0
23.58,264,95,1.27,0
22.36,117,13,4.07,0
2.74,134,64,2.46,0
35.84,928,80,6.74,1
36.1,473,70,3.57,0
-14.67,85,90,4.6,0
37.17,998,89,5.34,1
36.16,945,75,7.92,1
23.65,941,45,0.91,0
32.93,962,74,3.3,0
-14.07,558,95,1.73,0
-3.62,151,99,0.03,0
-14.23,512,1,3.12,0
6.58,218,24,4.29,0
23.18,664,37,0.6,0
34.86,103,23,2.88,0
38.09,977,83,7.32,1
36.83,958,86,7.4,1
-6.45,996,81,0.65,0
-1.16,236,21,4.71,0
16.39,441,79,1.46,0
35.49,557,94,2.15,0
3.11,229,5,3.05,0
-19.55,270,42,1.25,0
5.98,491,11,4.02,0
30.28,360,80,2.67,0
36.95,338,8,4.15,0
-9.02,118,4,3.75,0
28.33,274,96,4.95,0
38.6,258,65,2.57,0
31.57,880,19,1.96,0
-15.65,503,48,2.19,0
-12.6,210,12,3.03,0
38.4,724,52,4.07,0
18.19,950,97,2.12,0
35.07,902,96,9.21,1
12.86,544,71,0.56,0
2.32,24,10,4.48,0
-18.89,88,11,2.2,0
0.09,816,38,4.46,0
-8.82,679,13,3.63,0
38.51,913,70,0.98,0
37.54,996,81,5.03,1
22.53,960,18,3.6,0
5.44,922,25,0.58,0
34.49,503,75,2.82,0
23.76,36,27,0.3,0
-15.37,394,82,1.03,0
-12.94,836,100,0.94,0
30.4,835,60,0.42,0
-9.5,306,99,0.61,0
30.11,32,73,1.54,0
-6.86,135,39,0.56,0
13.45,753,4,2.03,0
16.93,101,40,2.02,0
26.59,918,25,0.04,0
23.14,431,83,1.12,0
26.53,462,19,4.6,0
-2.81,933,40,1.63,0
26.35,293,45,3.1,0
-9.76,924,56,4.07,0
0.4,557,4,3.25,0
-16.08,83,50,1.82,0
34.12,612,91,2.35,0
38.47,945,99,7.2,1
-7.22,516,67,4.15,0
-2.26,218,49,3.04,0
39.17,929,86,8.04,1
8.61,488,33,1.41,0
35.7,933,91,8.63,1
35.26,994,80,5.8,1
22.39,100,11,3.88,0
-6.01,373,81,4.47,0
15.3,369,70,0.9,0
-0.29,451,20,4.92,0
-16.24,559,41,1.19,0
-1.91,362,64,1.38,0
38.78,996,82,2.72,0
23.36,284,37,3.81,0
35.04,314,74,0.94,0
32.29,426,74,1.92,0
13.46,768,76,4.1,0
28.41,286,94,3.89,0
34.11,610,82,3.71,0
11.59,935,74,2.11,0
12.32,116,70,4.84,0
-10.59,297,2,1.53,0
25.58,79,83,0.91,0
22.41,783,21,2.87,0
37.96,926,91,6.45,1
-13.38,509,3,4.59,0
19.27,165,64,2.52,0
29.0,533,100,4.8,0
4.98,670,97,1.19,0
-8.68,23,75,1.39,0
4.12,706,53,1.5,0
-4.4,29,95,2.46,0
6.36,327,42,2.01,0
13.23,648,64,4.88,0
-19.94,787,38,0.26,0
-18.74,700,67,3.63,0
14.1,843,11,3.55,0
37.41,415,9,1.49,0
18.86,396,27,4.87,0
25.11,872,66,4.58,0
34.99,572,88,3.11,0
16.58,950,46,4.49,0
13.38,226,93,0.01,0
33.67,121,44,2.8,1
7.81,224,26,2.19,0
38.75,942,80,9.38,1
-4.02,183,91,0.17,0
0.06,686,22,0.62,0
11.49,175,87,3.0,0
13.67,957,70,3.36,0
37.19,982,87,6.42,1
33.54,795,82,1.89,0
32.91,133,10,3.21,0
26.82,342,37,2.67,0
-18.5,477,2,2.2,0
-9.93,827,56,4.97,0
-7.74,861,17,2.69,0
22.49,339,53,1.27,0
33.23,16,35,3.56,0
31.25,426,75,1.65,0
30.0,518,45,1.69,0
-17.34,731,27,2.97,0
12.86,801,45,3.7,0
30.88,596,19,2.33,0
32.91,360,98,0.5,0
29.69,130,67,2.61,0
30.92,958,4,3.19,0
12.68,829,35,2.06,0
15.41,682,26,0.33,0
2.25,836,77,0.28,0
19.98,483,42,4.88,0
6.68,809,84,0.01,0
-2.68,15,99,0.67,0
25.03,748,62,4.88,0
-8.86,505,36,2.53,0
4.61,761,62,0.14,0
-9.48,428,55,2.53,0
13.26,303,94,1.28,0
-2.92,296,67,0.41,0
35.42,970,84,6.5,1
32.06,367,14,3.33,0
-9.22,643,38,1.38,0
11.54,810,30,3.68,0
3.14,646,79,4.45,0
16.28,89,36,0.83,0
-13.54,595,9,4.62,0
17.19,252,14,3.8,0
7.7,497,82,2.8,0
27.52,69,92,4.07,0
35.08,928,89,5.69,1
-1.9,218,10,0.58,0
18.24,67,87,2.46,0
8.33,774,53,2.43,0
34.07,345,28,2.56,0
23.42,168,75,2.98,0
25.9,402,76,3.75,0
-8.2,98,30,3.68,0
-8.08,96,3,0.57,0
28.28,324,11,1.33,0
-11.91,186,28,1.62,0
39.95,978,90,6.21,1
-4.59,521,15,1.69,0
6.56,621,35,3.34,0
-2.29,329,74,2.16,0
38.37,967,76,7.78,1
18.74,237,1,0.5,0
39.57,409,12,0.57,0
9.45,941,17,3.7,0
-12.58,684,77,1.48,0
4.88,343,13,1.45,0
20.3,740,23,3.76,0
32.46,317,95,1.7,0
18.74,908,77,2.72,0
-8.44,799,69,3.51,0
7.84,962,95,0.3,0
23.41,713,78,2.9,0
4.19,380,92,2.63,0
37.87,944,80,7.26,1
16.79,971,38,1.14,0
32.66,978,4,3.98,0
36.15,911,88,9.45,1
-1.8,224,35,4.88,0
7.57,920,16,1.78,0
-9.61,211,53,1.15,0
2.14,726,98,4.34,0
-15.48,554,83,2.93,0
0.28,406,48,2.16,0
-5.02,383,63,3.64,0
35.54,983,61,4.19,0
36.34,964,97,8.19,1
36.53,982,79,9.6,1
36.53,939,99,7.09,1
1.25,616,49,1.91,0
2.63,763,53,4.26,0
0.66,473,28,1.4,0
38.95,547,44,0.83,0
10.91,880,37,3.55,0
16.51,461,98,2.22,0
39.35,660,4,3.19,0
-10.12,655,35,3.01,1
-16.16,74,87,4.14,0
-16.4,945,22,3.1,0
20.63,644,92,2.97,0
29.34,453,64,0.97,0
11.96,556,85,0.14,0
35.07,959,92,8.07,1
-2.53,860,71,0.3,0
19.0,716,94,3.26,0
38.48,929,92,8.16,1
15.68,55,70,0.57,0
36.2,772,27,4.25,0
7.0,997,79,2.68,0
4.0,733,17,4.0,0
32.29,715,77,1.5,0
-12.33,56,87,2.06,0
-0.71,816,46,3.61,0
26.53,535,86,2.34,0
-16.72,693,10,2.06,0
10.41,187,84,0.37,0
11.45,332,93,2.0,0
-7.08,56,39,4.06,0
5.83,311,31,1.72,0
38.27,989,81,9.97,1
37.64,990,78,6.59,1
38.46,927,93,7.7,1
39.91,937,94,9.41,1
-12.43,66,49,0.9,0
31.86,328,45,2.94,0
15.9,601,63,1.82,0
35.26,895,87,4.83,0
-12.04,533,7,2.59,0
-3.27,473,61,1.72,0
22.21,596,4,1.43,0
31.37,529,26,3.15,0
35.96,910,77,6.75,1
36.07,917,83,5.85,1
-1.12,595,28,1.99,0
19.88,848,14,3.65,0
28.79,96,49,1.84,0
-16.54,403,98,4.12,0
-14.59,251,8,3.64,0
30.47,165,33,4.87,0
40.0,997,92,7.4,1
35.62,743,19,4.85,0
20.03,494,23,3.57,0
29.45,562,50,1.38,0
6.59,448,90,0.18,0
-17.49,385,36,2.7,0
-5.76,591,68,3.85,0
-3.38,555,34,3.46,0
37.33,755,19,1.52,0
36.09,909,37,0.6,0
0.92,516,16,2.31,0
15.48,768,75,4.91,0
-5.21,15,28,4.99,0
28.73,923,29,2.19,0
14.4,761,97,0.84,0
24.93,884,27,2.97,0
37.71,927,97,6.34,1
7.24,316,14,4.33,0
-1.19,812,49,1.13,0
36.3,227,76,2.27,0
8.02,762,14,3.56,0
-8.32,593,95,3.44,0
21.42,733,55,0.37,0
24.19,51,88,1.3,0
25.95,259,38,4.29,0
26.01,782,85,2.31,0
21.47,388,11,3.59,0
-17.61,284,14,3.76,0
15.47,687,48,2.28,0
-10.63,599,37,4.62,0
14.26,778,30,2.74,0
13.48,702,0,4.35,0
38.14,920,98,8.2,1
4.76,794,58,0.43,0
25.33,579,80,0.09,0
28.96,465,29,3.85,0
37.61,685,44,0.62,0
19.17,251,66,0.43,0
30.96,686,7,0.31,0
38.01,985,93,5.85,1
7.23,661,54,2.49,0
-11.0,829,61,2.64,0
-17.04,420,74,4.67,0
-0.98,672,100,1.16,0
36.32,913,97,5.42,1
-17.18,730,95,3.6,0
30.6,775,73,3.36,0
25.08,197,38,4.69,0
-13.78,98,93,4.22,0
-16.02,902,82,1.86,0
5.68,20,19,2.01,0
-19.99,630,18,4.81,0
8.22,64,65,0.29,0
15.43,134,64,4.32,0
38.07,945,98,7.69,1
39.93,119,34,3.79,0
-8.87,396,40,0.09,0
24.59,980,73,4.3,0
30.69,80,25,1.9,0
29.71,878,13,0.87,0
